Customer ID,Time of Bet,Live Bet,Sport,Competition,Region,Teams Involved,Type of Bet
36335,2024-12-25 07:07:00,True,Soccer,Liga Bet,Israel,Maccabi Ironi Amishav Petah Tikva - Hapoel Kafr Qasim Shouaa,Goals Over/Under - LIVE
375336,2025-01-12 19:19:00,True,Soccer,Conference League,Conference League,FC Noah - APOEL Nicosia,Full Time Result - LIVE
611143,2024-12-26 14:13:00,False,Soccer,Premier League,England,Leicester - Chelsea,Full Time Result & Goals Over/Under 
176637,2024-11-16 08:35:00,False,Soccer,Coppa Italia,Italy,Atalanta - Cesena,Full Time Result - PRELIVE
892592,2024-12-13 23:56:00,True,Soccer,GT League (2x6 mins),Еsoccer,Arsenal FC (Cantona) Esports - Chelsea FC (Xerxes) Esports,Team to Score Goal N
601210,2024-10-05 20:31:00,True,Soccer,RSL (2x6 mins),Еsoccer Battle,Al-Ettifaq (Decade) Esports - Al-Ittihad (flamez) Esports,Team to Score Goal N
9155,2024-12-28 11:06:00,True,Soccer,eAdriatic League (2x5 mins),Еsoccer,CA Penarol (Cleo) Esports - Fluminense (Adriano) Esports,Full Time Result - LIVE
36335,2024-11-15 05:11:00,False,Soccer,Conference League,Conference League,Vitoria Guimaraes  - Fiorentina,Double Chance and Both to Score
434492,2024-10-15 00:18:00,True,Basketball,Basketball League,Mongolia,Nalaikh Bison - Inug Yes Tlg,Third Quarter Over/Under
527591,2024-12-23 04:44:00,False,Soccer,Serie A,Italy,Monza - Juventus,Full Time Result - 0%
446644,2025-01-06 20:21:00,False,Soccer,Conference League,Conference League,The New Saints - Panathinaikos,Full Time Result - 0%
627466,2024-12-04 09:51:00,False,Soccer,Conference League,Conference League,Fiorentina - Linzer ASK,Goals Over/Under - PRELIVE
434492,2024-10-25 14:01:00,False,Soccer,2. Bundesliga,Germany,Hamburger SV - SV Darmstadt 98,Goals Over/Under - PRELIVE
318821,2024-11-22 16:31:00,False,Soccer,2. Bundesliga,Germany,Fortuna Dusseldorf - Magdeburg,Both Teams to Score
737548,2024-12-03 01:01:00,False,Soccer,Champions League,Champions League,Brest - PSV Eindhoven,Both Teams to Score & Goals Over/Under
150793,2024-12-12 19:51:00,False,Soccer,Serie A,Italy,Monza - Juventus,Goals Over/Under - PRELIVE
131456,2024-10-04 12:55:00,False,Soccer,LaLiga,Spain,Celta Vigo - Barcelona,Full Time Result - 0%
268097,2024-10-25 01:45:00,False,Soccer,Champions League,Champions League,Arsenal - Monaco,Corners Over/Under
159281,2024-12-17 05:49:00,False,Soccer,Europa League,Europa League,Olympique Lyonnais - Eintracht Frankfurt,Both Teams to Score & Goals Over/Under
19729,2024-12-17 12:19:00,False,Soccer,Super League 1,Greece,Levadiakos - Panathinaikos,Double Chance
638073,2025-01-14 03:53:00,False,Soccer,Coupe de France,France,St. Etienne - Marseille,Double Chance
131091,2024-12-08 00:58:00,False,Soccer,Super Lig,Turkey,Alanyaspor - Trabzonspor,Yellow Cards Over/Under
892592,2024-10-23 16:32:00,True,Soccer,Europa League,Europa League,FK Viktoria Plzen - Manchester United,Goals Over/Under - LIVE
891897,2024-12-02 22:48:00,False,Basketball,Commissioners Cup,Philippines,Rain or Shine Elasto Painters - Hong Kong Eastern Long Lions,Over/Under Additional
880268,2024-12-27 11:20:00,False,Soccer,Champions League,Champions League,Shakhtar Donetsk - Bayern Munich,Corners Over/Under
95375,2024-11-09 23:44:00,False,Soccer,Serie B,Italy,Brescia - Modena,Goals Over/Under - PRELIVE
263793,2024-11-20 07:43:00,False,Soccer,Premier League,England,Arsenal - Nottingham Forest,Full Time Result - PRELIVE
578572,2025-01-03 19:13:00,False,Soccer,Super League 1,Greece,Aris Thessaloniki - Atromitos,Goals Over/Under - PRELIVE
543896,2024-10-20 12:12:00,True,Soccer,Regionalliga,Germany,SGV Freiberg - TSV Steinbach,Goals Over/Under - PRELIVE
810353,2024-10-28 16:48:00,False,Soccer,Primeira Liga,Portugal,Arouca - Benfica,Full Time Result - PRELIVE
272359,2024-10-22 07:32:00,True,Soccer,Premier League,England,Nottingham Forest - Aston Villa,Goals Over/Under - LIVE
870156,2024-10-27 20:02:00,False,Basketball,NBA,NBA,ATL Hawks - LA Lakers,Player Over/Under Points 
359079,2024-10-24 01:01:00,False,Basketball,NBA,NBA,POR Blazers - SAC Kings,Player Over/Under Points 
309380,2024-10-14 19:56:00,False,Basketball,NBA,NBA,POR Blazers - SAC Kings,Player Over/Under Points 
20442,2024-11-18 08:56:00,False,Soccer,Serie A,Brazil,Atletico Goianiense GO - Fortaleza CE,Double Chance
159281,2024-12-28 02:23:00,False,Soccer,EFL Trophy,England,Colchester - AFC Wimbledon,Goals Over/Under - PRELIVE
57107,2024-10-06 09:03:00,False,Soccer,Europa League,Europa League,FCSB - Olympiacos,Double Chance
941497,2024-12-16 09:01:00,False,Soccer,Bundesliga,Germany,Eintracht Frankfurt - FC Augsburg,Full Time Result & Goals Over/Under 
578572,2025-01-07 03:53:00,True,Soccer,Championship,England,Watford - QPR,Full Time Result or GG/NG
54766,2024-10-09 21:35:00,False,Soccer,Premier League,Armenia,FC Urartu - Alashkert,Full Time Result - PRELIVE
338431,2024-10-31 17:49:00,False,Basketball,NBA,NBA,DEN Nuggets - DET Pistons,Player Over/Under 3P Made
293817,2025-01-19 01:31:00,False,Soccer,Champions League,Champions League,Liverpool - Real Madrid,Full Time Result - 0%
914953,2024-12-18 17:29:00,False,Basketball,Euroleague,Euroleague ,Baskonia Vitoria - Fenerbahce,Player Over/Under Points 
353117,2024-11-20 03:40:00,False,Soccer,Europa League,Europa League,Union Saint-Gilloise - Nice,Goals Over/Under - PRELIVE
601210,2024-11-09 09:54:00,False,Basketball,Euroleague,Euroleague ,Maccabi Tel-Aviv - FC Barcelona ,Player Over/Under Rebounds
187935,2024-11-26 00:52:00,True,Soccer,  Super League,Switzerland,FC Zurich - Grasshoppers,Goals Over/Under - LIVE
256380,2024-11-27 11:57:00,True,Soccer,Pro League,Belgium,OH Leuven - K Beerschot VA,1st Half - Goals Over/Under
941497,2024-10-09 21:45:00,False,Soccer,Serie B,Italy,Sampdoria - Carrarese Calcio 1908,Full Time Result - PRELIVE
150793,2024-12-26 14:55:00,False,Soccer,League One,England,Northampton - Peterborough,Goals Over/Under - PRELIVE
553541,2024-11-30 08:54:00,False,Basketball,ACB,Spain,Manresa - FC Barcelona ,Match Winner - PRELIVE
9155,2024-10-16 22:11:00,True,Soccer,Liga Leumit,Israel,Hapoel Umm Al Fahm - Hapoel Ironi Petach Tikva,1st Half - Goals Over/Under
353117,2024-12-06 01:41:00,False,Soccer,Turkish Cup,Turkey,Menemen Belediye Spor - MKE Ankaragucu,Full Time Result - PRELIVE
872973,2024-11-05 06:38:00,False,Soccer,Northern League Division 1,England,Ossett United - Bradford PA,Full Time Result - PRELIVE
14185,2024-10-31 17:15:00,False,Soccer,Super League 1,Greece,Olympiacos - Volos NPS,Full Time Result - PRELIVE
385329,2025-01-13 08:27:00,True,Soccer,Liga 1,Romania,Dinamo Bucharest - CSM Politehnica Iasi,1st Half - Goals Over/Under
339141,2024-11-01 03:05:00,False,Basketball,NBA,NBA,DET Pistons - TOR Raptors,Player Over/Under Points 
627466,2024-11-04 11:50:00,False,Soccer,Super League 1,Greece,Lamia - AEK Athens,Full Time Result - PRELIVE
306995,2024-12-26 17:15:00,False,Soccer,1st Division,UAE,Al-Arabi UAE - Al Jazira Al Hamra,Correct Score Extended - PRELIVE
149315,2024-11-29 07:08:00,True,Soccer,Conference League,Conference League,Fiorentina - Pafos FC,Full Time Result - LIVE
434492,2025-01-02 13:36:00,False,Soccer,3rd League,Greece,Thyella Rafinas - Giouchtas,Full Time Result - PRELIVE
908733,2024-11-26 04:07:00,False,Basketball,NBA,NBA,NO Pelicans - GS Warriors,Away 3P Made  Over/Under
527591,2024-10-04 07:29:00,False,Basketball,NBA,NBA,PHX Suns - GS Warriors,Player Over/Under 3P Made
131091,2024-10-06 14:20:00,False,Basketball,NBA,NBA,ORL Magic - DET Pistons,Match Winner - PRELIVE
268097,2024-11-29 21:56:00,True,Soccer,3rd League,Greece,Anagennisi Artas - PAS Amvrakikos Vonitsas,Team to Score Goal N
339141,2024-10-05 21:01:00,False,Soccer,Premier League,England,Fulham - Arsenal,Goals Over/Under - PRELIVE
965122,2024-12-27 14:01:00,False,Soccer,Serie A,Italy,Genoa - Napoli,Goals Over/Under - PRELIVE
985784,2024-12-13 13:42:00,True,Soccer,Primera Division RFEF,Spain,Ponferradina - Sociedad Deportivo Tarazona,Home Over/Under
309380,2024-12-16 02:19:00,False,Basketball,Euroleague,Euroleague ,Olympiacos - Paris,Over/Under Additional
965122,2024-10-06 21:25:00,False,Soccer,Super League 1,Greece,Lamia - OFI,Both Teams to Score
892592,2024-12-12 08:07:00,False,Basketball,NBA,NBA,DET Pistons - MIA Heat,Player Over/Under Rebounds
95375,2024-10-03 00:30:00,True,Soccer,Club Friendlies,World,Hoang Anh Gia Lai - Binh Duong,Goals Over/Under - LIVE
446644,2024-12-11 17:15:00,True,Soccer,Europa League,Europa League,AZ Alkmaar - Galatasaray,Goals Over/Under - LIVE
447838,2024-12-25 21:03:00,False,Soccer,Champions League,Champions League,Club Brugge - Sporting CP,Full Time Result - PRELIVE
934625,2024-12-21 06:26:00,False,Soccer,Premier League,England,Brighton - Southampton,Full Time Result & Both Teams to Score
184030,2025-01-02 23:25:00,True,Basketball,La Liga Argentina,Argentina,Racing De Chivilcoy - Gimnasia y Esgrima La Plata,Match Winner - Live
279890,2024-10-14 06:37:00,True,Soccer,Europa League,Europa League,Lazio - Ludogorets Razgrad,Goals Over/Under - LIVE
54766,2024-10-27 13:54:00,True,Soccer,A-League,Australia,Adelaide United FC - Perth Glory FC,Yellow Cards Over/Under
18901,2024-10-22 00:50:00,True,Soccer,Champions League,Champions League,Liverpool - Real Madrid,Penalty Awarded -NEW-
309380,2024-10-17 09:13:00,False,Soccer,2. Bundesliga,Germany,Paderborn - Nurnberg,Goals Over/Under - PRELIVE
64168,2024-11-16 04:06:00,True,Soccer,Ligue 1,France,Marseille - Lille OSC,Goals Over/Under - PRELIVE
702749,2024-12-20 03:02:00,True,Soccer,Champions League (2x3 mins),Еsoccer Volta,Real Madrid (Koss) Esports - Bayern Munich (Wolf) Esports,Goals Over/Under - LIVE
46365,2024-10-04 01:22:00,True,Soccer,UNAF Tournament U20 ,Africa,Egypt U20 - Tunisia U20,1st Half - Goals Over/Under
941497,2024-11-11 08:43:00,False,Soccer,Bundesliga,Germany,FC Augsburg - Bochum,1st Half - Goals Over/Under
823794,2024-11-30 13:10:00,False,Soccer,Premier League,England,Tottenham - Fulham,Full Time Result - 0%
578572,2024-10-13 07:14:00,False,Soccer,Super League 1,Greece,OFI - Olympiacos,Goals Over/Under - PRELIVE
578572,2025-01-11 01:23:00,True,Soccer,League One,England,Rotherham - Wigan,Full Time Result - LIVE
543896,2025-01-02 17:24:00,True,Soccer,Higher League,Ethiopia,Injibara Ketema - Gamo Chencha,Full Time Result - LIVE
135212,2024-10-05 23:24:00,False,Soccer,Champions League,Champions League,Atalanta - Real Madrid,Goals Over/Under - PRELIVE
353117,2024-11-18 03:16:00,False,Soccer,LaLiga,Spain,Barcelona - Leganes,Half Time Result
14185,2024-11-10 18:40:00,False,Soccer,Premier League,England,Bournemouth - West Ham,Corners Match Result
965122,2024-12-20 20:40:00,True,Soccer,Azadegan League,Iran,Sanat Naft FC - Shahre Raz Shiraz,1st Half - Goals Over/Under
446644,2025-01-14 04:41:00,False,Basketball,NBA,NBA,SAC Kings - DET Pistons,Match Winner - PRELIVE
293817,2024-12-09 01:15:00,True,Soccer,Conference League,Conference League,SK Rapid Vienna - Shamrock Rovers,"Both Teams to Score or Over 2,5"
338431,2024-12-17 19:51:00,True,Soccer,Europa League,Europa League,SC Braga - Hoffenheim,"Both Teams to Score or Over 2,5"
18901,2024-10-09 22:59:00,False,Soccer,Champions League,Champions League,Feyenoord - AC Sparta Prague,Halftime/Fulltime - PRELIVE
268097,2024-10-14 11:13:00,False,Soccer,Ligue 1,France,Paris Saint Germain - Olympique Lyonnais,Full Time Result - 0%
18901,2024-11-08 02:16:00,False,Soccer,Premier League,England,Brighton - Southampton,Full Time Result - 0%
131456,2025-01-03 08:51:00,False,Basketball,Euroleague,Euroleague ,Real Madrid - AS Monaco,Player Over/Under Assists
934625,2025-01-10 18:50:00,True,Soccer,International (2x6 mins),Еsoccer Battle,Spain (Duka) Esports - Italy (KaLuBa) Esports,Half Time Result
737548,2024-11-17 07:14:00,False,Soccer,Liga 1,Romania,Farul Constanta - FCSB,Goals Over/Under - PRELIVE
985784,2024-12-14 01:30:00,False,Basketball,Euroleague,Euroleague ,Olimpia Milano - Olympiacos,Player Over/Under 3P Made
717815,2024-10-26 12:23:00,False,Soccer,Champions League,Champions League,Bayer Leverkusen - Red Bull Salzburg,Full Time Result & Goals Over/Under 
279890,2024-10-27 22:23:00,False,Soccer,Superliga,Denmark,Midtjylland - Silkeborg,Full Time Result - PRELIVE
9155,2024-12-09 04:04:00,False,Soccer,Europa League,Europa League,Real Sociedad - Ajax,Both Teams to Score
965122,2024-11-02 14:43:00,True,Basketball,Eurocup,Eurocup,Venezia - Cedevita Olimpija,Home Over/Under
986589,2024-12-12 04:31:00,False,Soccer,Botola Pro,Morocco,Renaissance Ezzmamra - WAC Casablanca,Double Chance & Goals Over/Under
306995,2024-10-16 16:53:00,True,Soccer,Conference League,Conference League,FC Kopenhagen - Hearts,Home Over/Under
903170,2024-12-25 22:37:00,True,Soccer,Reliance Foundation Development League U21,India,Classic FA U21 - Football 4 Change U21,Full Time Result - PRELIVE
378892,2024-12-10 20:20:00,False,Soccer,Primeira Liga,Portugal,Rio Ave - Vitoria Guimaraes ,Multiple Correct Score
702749,2024-10-22 02:46:00,False,Soccer,Tercera Division RFEF,Spain,Arucas CF - Marino,Full Time Result - PRELIVE
64168,2024-11-02 18:08:00,False,Soccer,Serie B,Brazil,America MG - Brusque SC,Multiple Correct Score
321749,2024-11-02 19:06:00,True,Soccer,League 2,Bahrain,Hidd Club - Al Ittifaq Maqaba,Goals Over/Under - LIVE
291252,2024-12-31 14:19:00,False,Soccer,Premier League,England,Crystal Palace - Arsenal,Full Time Result - 0%
568945,2024-10-28 05:36:00,False,Basketball,Euroleague,Euroleague ,Partizan - Olympiacos,Player Over/Under Assists
875576,2024-12-27 08:55:00,True,Soccer,Champions League (2x4 mins),Еsoccer Battle,Liverpool (Kodak) Esports - Paris Saint-Germain (Inquisitor) Esports,Full Time Result - LIVE
447838,2024-11-28 01:18:00,False,Soccer,Liga 1,Indonesia,Persik Kediri - Arema FC,Goals Over/Under - PRELIVE
268097,2024-10-22 06:36:00,True,Soccer,Super League 1,Greece,PAOK Thessaloniki - Kallithea,1st Half - Goals Over/Under
353117,2024-10-13 00:45:00,False,Soccer,LaLiga,Spain,Mallorca - Valencia,Full Time Result - 0%
14185,2024-11-09 10:33:00,False,Soccer,Serie A,Italy,Bologna - Fiorentina,Full Time Result - PRELIVE
553541,2024-10-02 12:09:00,False,Soccer,Champions League,Champions League,Liverpool - Real Madrid,Anytime Yellow Card
870156,2024-10-16 06:01:00,False,Basketball,NBA,NBA,SA Spurs - LA Lakers,Player Over/Under 3P Made
908733,2024-11-02 12:40:00,True,Soccer,Segunda Division,Spain,Cordoba - Tenerife,Match Total Goals (0-7+)
434492,2024-11-21 09:49:00,True,Basketball,Super Division,Algeria,USM Blida - CRB SAF,Match Winner - Live
131091,2025-01-12 02:43:00,False,Basketball,NBA,NBA,CHI Bulls - MIL Bucks,Player Over/Under 3P Made
54766,2024-10-02 10:37:00,False,Soccer,Serie A,Italy,Parma - Monza,Goals Over/Under - PRELIVE
28150,2024-12-27 18:40:00,True,Soccer,Europa League,Europa League,Real Sociedad - Ajax,Goals Over/Under - LIVE
914953,2024-12-26 02:06:00,False,Soccer,Super League 1,Greece,Olympiacos - AEK Athens,Team to Score Goal N
434492,2024-12-24 19:56:00,True,Soccer,Pro League,Jordan,Al Faisaly - Al Sareeh,Goals Over/Under - LIVE
941497,2024-12-08 14:35:00,False,Soccer,Liga de Futbol Profesional,Bolivia,San Jose Oruro - Club Aurora,Goals Over/Under - PRELIVE
870156,2024-11-10 03:00:00,False,Soccer,3. Liga,Germany,Borussia Dortmund II - FC Saarbrucken,Goals Over/Under - PRELIVE
306995,2025-01-02 01:57:00,False,Soccer,Primera Division,Uruguay,Deportivo Maldonado - Danubio FC,Full Time Result - PRELIVE
18901,2024-12-14 15:18:00,False,Soccer,Super League 1,Greece,Panserraikos - PAOK Thessaloniki,Full Time Result - PRELIVE
309380,2024-11-05 00:15:00,False,Soccer,Super League 1,Greece,Panserraikos - Asteras Tripolis,Goals Over/Under - PRELIVE
272359,2024-11-07 01:31:00,False,Soccer,Bundesliga,Germany,Borussia Monchengladbach - St. Pauli,Full Time Result - PRELIVE
359079,2024-12-08 02:43:00,False,Soccer,Conference League,Conference League,Astana - Chelsea,Goals Over/Under - PRELIVE
385329,2024-12-25 09:20:00,True,Soccer,Reserve Pro League,Belgium,Kortrijk U21 - Union Saint-Gilloise U21,Full Time Result - LIVE
318821,2024-12-28 19:55:00,False,Basketball,Euroleague,Euroleague ,Partizan - Panathinaikos,Player Over/Under 3P Made
131456,2024-12-25 04:29:00,False,Basketball,Euroleague,Euroleague ,Panathinaikos - FC Barcelona ,Player Over/Under Points 
356562,2024-10-10 02:12:00,False,Soccer,LaLiga,Spain,Atletico Madrid - Getafe,Full Time Result - PRELIVE
131091,2024-12-17 18:11:00,False,Soccer,Premier League,England,Aston Villa - Manchester City,Goals Over/Under - PRELIVE
64168,2024-11-17 04:27:00,True,Soccer,Super League 1,Greece,Lamia - AEK Athens,Away Over/Under
620872,2024-11-24 22:36:00,False,Soccer,Primera Division,Costa Rica,Municipal Liberia - Deportivo Saprissa,2nd Half - Away Goals Over/Under
359079,2024-11-15 16:14:00,True,Soccer,LaLiga,Spain,Villarreal - Betis,Anytime Correct Score
550206,2024-10-11 09:25:00,False,Boxing,Boxing,International Fights,Serhii Bohachuk - Ishmael Davis,Over/Under Rounds
300431,2024-10-02 18:19:00,False,Soccer,Conference League,Conference League,Panathinaikos - Dinamo Minsk,Full Time Result - PRELIVE
752994,2024-10-02 08:49:00,True,Soccer,Vtora Liga,Bulgaria,PFC Dobrudzha Dobrich - Sportist Svoge,1st Half - Goals Over/Under
291252,2024-12-16 12:39:00,True,Soccer,Premier Liga,Bosnia & Herzegovina,Sloboda Tuzla - Siroki Brijeg,1st Half - Goals Over/Under
63843,2025-01-11 12:16:00,True,Soccer,Cymru Championship,Wales,Llanelli Town - Goytre United FC,1st Half - Goals Over/Under
941497,2024-12-30 12:31:00,False,Soccer, Liga Profesional,Argentina,Boca Juniors - CA Union de Santa Fe,Red Cards Over/Under
375336,2024-11-28 02:09:00,False,Soccer,Premier League,England,Chelsea - Brentford,Full Time Result - PRELIVE
135212,2024-12-08 09:16:00,True,Soccer,1st Division,Cyprus,Pafos FC - AEK Larnaca,Goals Over/Under - LIVE
937148,2024-11-16 23:15:00,False,Soccer,Super League 1,Greece,Volos NPS - Lamia,Full Time Result - PRELIVE
903170,2024-12-15 14:02:00,False,Soccer,Eerste Divisie,Netherlands,Utrecht II - Roda JC,Goals Over/Under - PRELIVE
550206,2024-10-07 14:14:00,False,Soccer,League One,Scotland,Dumbarton - Kelty Hearts FC,Goals Over/Under - PRELIVE
702749,2024-10-12 01:10:00,False,Soccer,Europa League,Europa League,Manchester United - Bodo/Glimt,1st Half - Goals Over/Under
309380,2024-11-02 14:01:00,False,Soccer,LaLiga,Spain,Real Sociedad - Betis,Goals Over/Under - PRELIVE
46365,2024-12-22 17:52:00,False,Soccer,Conference League,Conference League,Larne FC - KAA Gent,Goals Over/Under - PRELIVE
320901,2025-01-18 11:30:00,False,Soccer,UEFA Youth League,Europe,Bologna U19 - Lille OSC U19,Goals Over/Under - PRELIVE
965122,2025-01-11 07:16:00,False,Soccer,Serie A,Italy,Venezia - Como 1907,Goals Over/Under - PRELIVE
446644,2024-11-30 18:18:00,True,Soccer,Champions League,Champions League,Atalanta - Real Madrid,1st Half - Both Teams to Score
870156,2024-11-02 19:59:00,False,Soccer,Premier League,England,Crystal Palace - Arsenal,Corners Over/Under
985784,2024-11-10 00:20:00,False,Basketball,NBA,NBA,DET Pistons - PHI 76ers,Player Over/Under Points 
434492,2024-12-25 17:53:00,False,Soccer,Premier League,England,West Ham - Arsenal,Full Time Result - PRELIVE
349695,2025-01-15 00:19:00,False,Soccer,Premier League,England,Liverpool - Fulham,Full Time Result - PRELIVE
903234,2025-01-09 21:43:00,False,Soccer,Conference League,Conference League,The New Saints - Panathinaikos,Full Time Result - PRELIVE
338431,2024-12-24 22:39:00,True,Soccer,Premier League,Egypt,Pyramids FC - Pharco FC,Team to Score Goal N
875576,2024-10-22 17:25:00,False,Soccer,Europa League,Europa League,FCSB - Olympiacos,Full Time Result - PRELIVE
131091,2024-10-20 09:16:00,False,Soccer,Bundesliga,Germany,Bayer Leverkusen - St. Pauli,Full Time Result - PRELIVE
187935,2024-10-25 03:36:00,False,Soccer,Super League 1,Greece,Panetolikos - PAOK Thessaloniki,Full Time Result - PRELIVE
149315,2024-12-26 01:26:00,False,Soccer,Conference League,Conference League,The New Saints - Panathinaikos,Full Time Result - PRELIVE
755817,2024-12-11 19:36:00,False,Soccer,Champions League,Champions League,Lille OSC - SK Sturm Graz,Full Time Result - PRELIVE
934625,2024-10-27 14:04:00,False,Soccer,Segunda Division RFEF,Spain,UD Llanera - Pontevedra,Goals Over/Under - PRELIVE
18901,2024-12-05 09:27:00,False,Soccer,Bundesliga,Germany,Bayer Leverkusen - Freiburg,Full Time Result - PRELIVE
578572,2025-01-15 14:29:00,False,Basketball,NBA,NBA,DET Pistons - UTA Jazz,Player Over/Under Assists
349695,2024-10-02 16:14:00,True,Soccer,Serie A,Italy,Napoli - AS Roma,Goals Over/Under - LIVE
872973,2024-10-02 10:10:00,False,Soccer,FA Cup (2x3 mins),Еsoccer Volta,Chelsea (Uncle) Esports - Aston Villa (A1ose) Esports,1st Half - Goals Over/Under
944671,2024-10-20 15:31:00,True,Soccer,Europa Cup (2x3 mins),Еsoccer Volta,Bayer 04 Leverkusen (Krisspyyy) Esports - Villarreal CF (SPACE) Esports,1st Half - Goals Over/Under
601210,2024-10-16 00:48:00,True,Soccer,3. Liga,Germany,Cottbus - Unterhaching,Both Teams to Score
930691,2024-12-31 06:38:00,False,Soccer,Conference League,Conference League,Molde FK - Mlada Boleslav,1st Half - Goals Over/Under
627466,2024-11-21 05:27:00,True,Soccer,Premier League,England,West Ham - Wolves,1st Half - Goals Over/Under
611143,2024-10-09 10:10:00,False,Soccer,Eredivisie,Netherlands,Almere City - Utrecht,Double Chance
892592,2024-11-18 09:45:00,False,Soccer,Serie A,Italy,Parma - Monza,Correct Score Extended - PRELIVE
63843,2024-10-28 13:54:00,True,Soccer,Champions League,Champions League,Bologna - Lille OSC,Double Chance
702749,2024-11-30 20:01:00,False,Soccer,Coppa Italia,Italy,AC Milan - Sassuolo,Goals Over/Under - PRELIVE
321749,2025-01-14 16:41:00,True,Soccer,2. Bundesliga,Germany,Karlsruher SC - Hamburger SV,Team to Score Goal N
870156,2024-11-24 05:18:00,True,Soccer,Reserve League,Uruguay,Atletico Fenix Montevideo II - Albion FC II,Goals Over/Under - LIVE
263793,2024-12-20 09:04:00,True,Soccer,Copa del Rey,Spain,Pontevedra - Villarreal,Goals Over/Under - LIVE
737548,2024-11-25 08:50:00,False,Soccer,DFB Pokal,Germany,RB Leipzig - Eintracht Frankfurt,Full Time Result - 0%
256380,2024-12-13 20:12:00,False,Soccer,Segunda Division,Spain,Albacete - Levante,Double Chance
986589,2024-11-21 07:28:00,True,Soccer,League One,England,Peterborough - Burton Albion,Goals Over/Under - LIVE
28150,2024-11-11 09:04:00,True,Soccer,Europa League,Europa League,Manchester United - Bodo/Glimt,Away Over/Under
20442,2024-11-28 21:45:00,True,Soccer,Premier League,England,Tottenham - Fulham,Home Total Shots (Plus+)
176637,2024-10-01 06:56:00,False,Soccer,Europa League,Europa League,Olympiacos - Twente,Full Time Result - PRELIVE
985784,2024-10-11 13:28:00,False,Soccer,Premier League,England,Nottingham Forest - Tottenham,Both Teams to Score
263793,2024-10-16 15:02:00,True,Soccer,Conference League,Conference League,Fiorentina - Pafos FC,Full Time Result - LIVE
321749,2024-12-15 04:46:00,False,Soccer,Bundesliga,Germany,Bochum - FC Heidenheim,Full Time Result - PRELIVE
810353,2024-11-14 13:55:00,False,Soccer,Super League 1,Greece,Olympiacos - AEK Athens,Double Chance
19729,2024-10-10 13:42:00,True,Soccer,A-League,Australia,Brisbane Roar FC - Adelaide United FC,Full Time Result - LIVE
20442,2025-01-12 21:10:00,True,Soccer,Champions League,Champions League,Monaco - Benfica,Full Time Result - LIVE
553541,2025-01-19 11:18:00,True,Soccer,U19 League,Switzerland,BSC Young Boys U19 - FC Aarau U19,Full Time Result - LIVE
300431,2024-10-16 13:30:00,True,Soccer,Copa Ouro U20,Brazil,El Shaday FC U20 - Esporte Santa Izildinha U20,Team to Score Goal N
18901,2025-01-05 12:17:00,True,Soccer,Europa League,Europa League,FC Porto - Midtjylland,Home Over/Under
309380,2025-01-17 21:56:00,True,Soccer,Bundesliga,Germany,Mainz 05 - Hoffenheim,Team to Score Goal N
149315,2024-10-31 21:10:00,True,Soccer,U19 League,Turkey,Samsunspor U19 - Caykur Rizespor U19,1st Half - Goals Over/Under
447838,2025-01-16 16:32:00,True,Soccer,U19 League,Croatia,Hajduk Split U19 - NK Varazdin U19,1st Half - Goals Over/Under
150659,2024-10-16 02:35:00,True,Soccer,Ekstraklasa,Poland,Piast Gliwice - Cracovia Krakow,1st Half - Goals Over/Under
581511,2025-01-14 04:49:00,True,Soccer,ISL,India,Bengaluru - Kerala Blasters FC,1st Half - Goals Over/Under
95375,2024-12-18 04:25:00,True,Soccer,Super League 1,Greece,Panetolikos - Panathinaikos,Corners Over/Under
965122,2024-12-05 05:39:00,False,Soccer,LaLiga,Spain,Leganes - Real Madrid,Goals Over/Under - PRELIVE
54766,2024-10-13 16:37:00,False,Soccer,Europa League,Europa League,FCSB - Olympiacos,Double Chance
54766,2025-01-05 11:52:00,True,Soccer,Premier League,England,Ipswich - Newcastle,Both Teams to Score
300431,2024-12-31 13:03:00,False,Soccer,Second Division A,Egypt,Aswan FC -  Proxy Work Club,Full Time Result - PRELIVE
46365,2024-12-04 17:52:00,False,Soccer,LaLiga,Spain,Real Madrid - Getafe,Full Time Result - PRELIVE
187935,2025-01-19 21:14:00,True,Soccer,Cup,Greece,AEK Athens - PAOK Thessaloniki,Full Time Result - PRELIVE
810353,2024-12-02 03:32:00,False,Soccer,Serie A,Italy,Parma - Lazio,Goals Over/Under - PRELIVE
870156,2024-12-28 11:19:00,False,Soccer,Parva Liga,Bulgaria,PFC Botev Plovdiv - Ludogorets Razgrad,Both Teams to Score
878170,2024-10-29 21:15:00,True,Soccer,Bundesliga,Germany,Borussia Dortmund - Bayern Munich,Shots On Target Over/Under
131456,2025-01-06 04:32:00,True,Soccer,Europa League,Europa League,Rigas Futbola Skola - PAOK Thessaloniki,Yellow Cards Over/Under
870156,2024-11-19 01:49:00,False,Soccer,Pro League,Belgium,Sint-Truidense VV - Cercle Brugge,Both Teams to Score
321749,2024-12-21 15:20:00,False,Soccer,Bundesliga,Germany,Mainz 05 - Bayern Munich,Full Time Result - 0%
278634,2025-01-17 03:51:00,False,Soccer,Champions League,Champions League,Crvena Zvezda - VfB Stuttgart,Full Time Result - PRELIVE
823794,2024-10-02 14:01:00,False,Soccer,LaLiga,Spain,Rayo Vallecano - Athletic Bilbao,Full Time Result - PRELIVE
